CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
ORLANDIA                                ,2019-03-18,Tentado,,Ameaça (art. 147),CASA,,0,,
FERNANDO PRESTES                        ,2019-03-18,Consumado,,Ameaça (art. 147),POSTO DE GASOLINA,,30,NAO INFORMADA                 ,Superior completo                       
OLIMPIA                                 ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,38,ATENDENTE                     ,
OLIMPIA                                 ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,38,ATENDENTE                     ,
OLIMPIA                                 ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),LOJA DE CONVENIÊNCIA,ENVOLVIMENTO AMOROSO                    ,20,VENDEDOR(A)                   ,
CAJURU                                  ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,16,ESTUDANTE                     ,
CAJURU                                  ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,43,LAVRADOR(A)                   ,Analfabeto                              
CAJURU                                  ,2019-03-18,Consumado,,Difamação (art. 139),CASA,,16,ESTUDANTE                     ,
CAJURU                                  ,2019-03-18,Consumado,,Difamação (art. 139),CASA,,43,LAVRADOR(A)                   ,Analfabeto                              
GUARACI                                 ,2019-03-18,Consumado,,Ato obsceno (art.233),VIA PÚBLICA,,36,ESTUDANTE                     ,Superior completo                       
PATROCINIO PAULISTA                     ,2019-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,30,,
OLIMPIA                                 ,2019-03-18,Consumado,,Lesão corporal (art. 129),ESTÁDIO/GINÁSIO-QUADRA ESPORTIVA/CAMPO,,10,ESTUDANTE                     ,
OLIMPIA                                 ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),HOTEL-QUARTO/APARTAMENTO,CASAMENTO                               ,37,RECEPCIONISTA                 ,
NUPORANGA                               ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,27,AUXILIAR ADMINISTRATIVO       ,
NUPORANGA                               ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,27,AUXILIAR ADMINISTRATIVO       ,
GUARIBA                                 ,2019-03-18,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,32,,
GUARIBA                                 ,2019-03-18,Consumado,,Art. 213 - Estupro,HOTEL-RESTAURANTE,TRABALHO                                ,21,AUXILIAR GERAL                ,Superior completo                       
GUARIBA                                 ,2019-03-18,Consumado,,Art. 216A - Assedio Sexual,HOTEL-RESTAURANTE,TRABALHO                                ,21,AUXILIAR GERAL                ,Superior completo                       
NUPORANGA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,39,BALCONISTA                    ,
NUPORANGA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Estupro de vulneravel (art.217-A),CASA,PARENTESCO                              ,14,ESTUDANTE                     ,
MORRO AGUDO                             ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,59,APOSENTADO(A)                 ,1 Grau incompleto                       
GUARIBA                                 ,2019-03-18,Consumado,,Art. 216A - Assedio Sexual,HOTEL-RESTAURANTE,TRABALHO                                ,21,AUXILIAR GERAL                ,Superior completo                       
GUATAPARA                               ,2019-03-18,Consumado,,Lesão corporal (art. 129),PRAÇA-OUTROS,,13,,
ORLANDIA                                ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,54,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,28,ATENDENTE                     ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,35,COPEIRO(A)                    ,
OLIMPIA                                 ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,27,FARMACEUTICO(A)               ,
FRANCA                                  ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,27,,
FRANCA                                  ,2019-03-18,Tentado,,Ameaça (art. 147),CASA,,54,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Difamação (art. 139),CASA,PARENTESCO                              ,35,ATENDENTE                     ,2 Grau completo                         
FRANCA                                  ,2019-03-18,Tentado,,Ameaça (art. 147),CASA,,45,,
FRANCA                                  ,2019-03-18,Tentado,,Ameaça (art. 147),CASA,,40,,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Difamação (art. 139),CASA,CASAMENTO                               ,27,RECEPCIONISTA                 ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,35,DECORADOR(A)                  ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,35,DECORADOR(A)                  ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,17,,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,52,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,52,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,32,DESEMPREGADO(A)               ,1 Grau incompleto                       
ARARAQUARA                              ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,67,APOSENTADO(A)                 ,
GUARA                                   ,2019-03-18,Consumado,,Lesão corporal (art. 129),SITIO-OUTROS,,36,MECANICO(A)                   ,1 Grau completo                         
FRANCA                                  ,2019-03-18,Consumado,,Dano (art. 163),CASA,,35,,
ARARAQUARA                              ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,67,APOSENTADO(A)                 ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CONHECIDO                               ,20,AUXILIAR DE ESCRITÓRIO        ,2 Grau completo                         
GUARA                                   ,2019-03-18,Consumado,,Maus-tratos (art. 136),CASA,,14,ESTUDANTE                     ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,51,,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,51,,2 Grau completo                         
FRANCA                                  ,2019-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,50,,
FRANCA                                  ,2019-03-18,Consumado,,Injúria (art. 140),VIA PÚBLICA,,50,,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CONHECIDO                               ,20,AUXILIAR DE ESCRITÓRIO        ,2 Grau completo                         
OLIMPIA                                 ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,36,CAMAREIRO(A)                  ,
OLIMPIA                                 ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,21,TECNICO EM ENFERMAGEM         ,
OLIMPIA                                 ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,52,TECNICO EM ENFERMAGEM         ,
OLIMPIA                                 ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,27,FARMACEUTICO(A)               ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,51,,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,35,COPEIRO(A)                    ,
OLIMPIA                                 ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,21,TECNICO EM ENFERMAGEM         ,
RIBEIRAO PRETO                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,32,DESEMPREGADO(A)               ,1 Grau incompleto                       
IBITINGA                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CONHECIDO                               ,22,AUXILIAR DE PRODUCAO          ,1 Grau incompleto                       
OLIMPIA                                 ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,52,TECNICO EM ENFERMAGEM         ,
S.ROSA DE VITERBO                       ,2019-03-18,Consumado,,Art. 215A - Importunação Sexual,VIA PÚBLICA,,14,NAO INFORMADA                 ,
BORBOREMA                               ,2019-03-18,Consumado,,Violação de domicílio (art. 150),CASA,,38,DESEMPREGADO                  ,
TAQUARITINGA                            ,2019-03-18,Consumado,,Estupro de vulneravel (art.217-A),VIA PÚBLICA,,13,ESTUDANTE                     ,
BARRETOS                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,15,ESTUDANTE                     ,2 Grau incompleto                       
BARRETOS                                ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,46,VENDEDOR(A) AMBULANTE         ,1 Grau completo                         
BEBEDOURO                               ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,55,APOSENTADO(A)                 ,2 Grau completo                         
BEBEDOURO                               ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,35,OUTROS                        ,1 Grau incompleto                       
SERTAOZINHO                             ,2019-03-18,Consumado,,Difamação (art. 139),FACEBOOK,,13,ESTUDANTE                     ,1 Grau incompleto                       
BEBEDOURO                               ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,26,OUTROS                        ,2 Grau completo                         
BATATAIS                                ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,28,FAXINEIRO(A)                  ,1 Grau completo                         
BATATAIS                                ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,36,COSTUREIRO(A)                 ,1 Grau completo                         
BEBEDOURO                               ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,15,ESTUDANTE                     ,2 Grau incompleto                       
SERTAOZINHO                             ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,39,SUPERVISOR(A)                 ,Superior incompleto                     
BEBEDOURO                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Calúnia (art. 138),OUTROS,PARENTESCO                              ,35,FARMACEUTICO(A)               ,Superior completo                       
SERTAOZINHO                             ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,39,SUPERVISOR(A)                 ,Superior incompleto                     
S.SIMAO                                 ,2019-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,26,NAO INFORMADA                 ,
SEVERINIA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA-VARANDA,PARENTESCO                              ,64,APOSENTADO(A)                 ,1 Grau incompleto                       
SEVERINIA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA-VARANDA,CASAMENTO                               ,38,PROFESSOR(A)                  ,Superior completo                       
BORBOREMA                               ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,38,DESEMPREGADO                  ,
BORBOREMA                               ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,38,DESEMPREGADO                  ,
BARRETOS                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,43,FAXINEIRO(A)                  ,1 Grau completo                         
BARRETOS                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,43,FAXINEIRO(A)                  ,1 Grau completo                         
BARRETOS                                ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,71,AUXILIAR DE DENTISTA          ,2 Grau incompleto                       
SEVERINIA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA-VARANDA,CASAMENTO                               ,38,PROFESSOR(A)                  ,Superior completo                       
SERRANA                                 ,2019-03-18,Consumado,,Difamação (art. 139),CASA,,42,FAXINEIRO(A)                  ,1 Grau incompleto                       
BORBOREMA                               ,2019-03-18,Consumado,,Maus-tratos (art. 136),CASA,,2,,
BEBEDOURO                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,29,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BEBEDOURO                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,29,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BORBOREMA                               ,2019-03-18,Consumado,,Maus-tratos (art. 136),CASA,,21,DESEMPREGADO(A)               ,
BORBOREMA                               ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,58,APOSENTADO(A)                 ,
S.SIMAO                                 ,2019-03-18,Consumado,,Injúria (art. 140),VIA PÚBLICA,,26,NAO INFORMADA                 ,
ITUVERAVA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA,UNIAO ESTAVEL                           ,31,PRENDAS DOMESTICAS            ,1 Grau completo                         
BORBOREMA                               ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,21,DESEMPREGADO(A)               ,
BATATAIS                                ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,36,COSTUREIRO(A)                 ,1 Grau completo                         
BARRETOS                                ,2019-03-18,Consumado,,Difamação (art. 139),FAZENDA-PLANTAÇÃO,,48,TRABALHADOR RURAL             ,1 Grau incompleto                       
BARRETOS                                ,2019-03-18,Consumado,,Injúria (art. 140),FAZENDA-PLANTAÇÃO,,48,TRABALHADOR RURAL             ,1 Grau incompleto                       
BARRETOS                                ,2019-03-18,Consumado,,Ameaça (art. 147),FAZENDA-PLANTAÇÃO,,48,TRABALHADOR RURAL             ,1 Grau incompleto                       
BARRETOS                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,25,,
S.ROSA DE VITERBO                       ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,33,,
BORBOREMA                               ,2019-03-18,Consumado,,Dano (art. 163),CASA,,38,DESEMPREGADO                  ,
S.JOSE DA BELA VISTA                    ,2019-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,24,,
BARRETOS                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,29,AUXILIAR GERAL                ,2 Grau completo                         
ITIRAPUA                                ,2019-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,25,SAPATEIRO(A)                  ,2 Grau completo                         
SEVERINIA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA-VARANDA,PARENTESCO                              ,64,APOSENTADO(A)                 ,1 Grau incompleto                       
SALES OLIVEIRA                          ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,38,AJUDANTE GERAL                ,
SERTAOZINHO                             ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,28,RECEPCIONISTA                 ,Superior completo                       
SERRANA                                 ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,38,FAXINEIRO(A)                  ,1 Grau incompleto                       
BARRINHA                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,55,DESEMPREGADO(A)               ,1 Grau completo                         
TAQUARITINGA                            ,2019-03-18,Consumado,,Lesão corporal (art. 129),CASA,,50,PROFESSOR(A)                  ,Superior completo                       
BARRINHA                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,38,BALCONISTA                    ,1 Grau incompleto                       
MATAO                                   ,2019-03-18,Consumado,,Estupro de vulneravel (art.217-A),CASA,,12,ESTUDANTE                     ,
BRODOWSKI                               ,2019-03-18,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,16,,1 Grau incompleto                       
BRODOWSKI                               ,2019-03-18,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,24,FARMACEUTICO(A)               ,2 Grau completo                         
BRODOWSKI                               ,2019-03-18,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,43,AUXILIAR DE PRODUCAO          ,1 Grau completo                         
TAQUARITINGA                            ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,37,SERVENTE                      ,1 Grau completo                         
TAQUARITINGA                            ,2019-03-18,Consumado,,A.I.-Ameaça (art. 147),OUTROS,,46,PSICOLOGO(A)                  ,2 Grau completo                         
TAQUARITINGA                            ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,22,ESTUDANTE                     ,2 Grau completo                         
S.CARLOS                                ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,46,PROFESSOR(A)                  ,
BARRINHA                                ,2019-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,16,ESTUDANTE                     ,1 Grau completo                         
TAQUARITINGA                            ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,28,LAVRADOR(A)                   ,1 Grau completo                         
SERTAOZINHO                             ,2019-03-18,Consumado,,Dano (art. 163),CASA,,42,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BOA ESPERANCA DO SUL                    ,2019-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,43,TRABALHADOR RURAL             ,
BARRINHA                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,UNIAO ESTAVEL                           ,27,VENDEDOR(A)                   ,2 Grau completo                         
BARRINHA                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,NENHUMA RELACAO                         ,0,EMPREGADO DOMESTICO           ,1 Grau incompleto                       
BATATAIS                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),APARTAMENTOS,ENVOLVIMENTO AMOROSO                    ,29,,1 Grau completo                         
BATATAIS                                ,2019-03-18,Consumado,,Calúnia (art. 138),CASA,,39,PRENDAS DOMESTICAS            ,1 Grau completo                         
ITUVERAVA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,31,PRENDAS DOMESTICAS            ,1 Grau completo                         
BATATAIS                                ,2019-03-18,Consumado,,Difamação (art. 139),CASA,,39,PRENDAS DOMESTICAS            ,1 Grau completo                         
ITUVERAVA                               ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Violação de domicílio (art. 150),VIA PÚBLICA,UNIAO ESTAVEL                           ,31,PRENDAS DOMESTICAS            ,1 Grau completo                         
TAQUARITINGA                            ,2019-03-18,Consumado,,Injúria (art. 140),CASA,,50,PROFESSOR(A)                  ,Superior completo                       
SERTAOZINHO                             ,2019-03-18,Consumado,,Ameaça (art. 147),CASA,,28,NAO INFORMADA                 ,Superior completo                       
BARRINHA                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,27,VENDEDOR(A)                   ,2 Grau completo                         
S.ROSA DE VITERBO                       ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,13,,
BARRINHA                                ,2019-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,PARENTESCO                              ,27,VENDEDOR(A)                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,23,ATENDENTE                     ,
ARARAQUARA                              ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,75,COMERCIANTE                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),OUTROS,UNIAO ESTAVEL                           ,35,SEGURANCA                     ,
IPUA                                    ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,15,ESTUDANTE                     ,
BATATAIS                                ,2019-03-19,Consumado,,Ameaça (art. 147),CASA,,26,NAO INFORMADA                 ,
BATATAIS                                ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,26,NAO INFORMADA                 ,
ARARAQUARA                              ,2019-03-19,Consumado,,Injúria (art. 140),VIA PÚBLICA,,75,COMERCIANTE                   ,2 Grau completo                         
IPUA                                    ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,43,FUNCION.PUBLICO MUNICIPAL     ,
RIBEIRAO PRETO                          ,2019-03-19,Consumado,,Injúria (art. 140),CASA,,40,VIGILANTE                     ,
ARARAQUARA                              ,2019-03-19,Consumado,,Maus-tratos (art. 136),CASA,,85,NAO INFORMADA                 ,
IPUA                                    ,2019-03-19,Consumado,,Injúria (art. 140),VIA PÚBLICA,,15,ESTUDANTE                     ,
ALTINOPOLIS                             ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,58,,
IBATE                                   ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,21,CABELEIREIRO(A)               ,2 Grau completo                         
DOBRADA                                 ,2019-03-19,Consumado,,Lesão corporal (art. 129),CASA-VARANDA,,43,,
CRISTAIS PAULISTA                       ,2019-03-19,Consumado,,Ameaça (art. 147),CASA,,29,,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,48,PRENDAS DOMESTICAS            ,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-19,Consumado,,Art. 213 - Estupro,OUTROS,,16,ESTUDANTE                     ,
CRISTAIS PAULISTA                       ,2019-03-19,Consumado,,Ameaça (art. 147),CASA,,39,LAVRADOR(A)                   ,
BATATAIS                                ,2019-03-19,Consumado,,Lesão corporal (art. 129),OUTROS,,48,,
BATATAIS                                ,2019-03-19,Consumado,,Ameaça (art. 147),OUTROS,,48,,
S.CARLOS                                ,2019-03-19,Consumado,,Injúria (art. 140),OUTROS,,18,ESTUDANTE                     ,2 Grau completo                         
BATATAIS                                ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,63,,
BATATAIS                                ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,26,,
FRANCA                                  ,2019-03-19,Consumado,,Injúria (art. 140),ENSINO FUNDAMENTAL,,48,NAO INFORMADA                 ,Superior completo                       
IPUA                                    ,2019-03-19,Consumado,,Injúria (art. 140),VIA PÚBLICA,,43,FUNCION.PUBLICO MUNICIPAL     ,
PITANGUEIRAS                            ,2019-03-19,Consumado,,Ameaça (art. 147),PADARIA/CONFEITARIA,,35,BALCONISTA                    ,1 Grau completo                         
FRANCA                                  ,2019-03-19,Consumado,,Lesão corporal (art. 129),OUTROS,,42,,
GUATAPARA                               ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),OUTROS,ENVOLVIMENTO AMOROSO                    ,21,PRENDAS DOMESTICAS            ,
GUATAPARA                               ,2019-03-19,Consumado,,Injúria (art. 140),ENSINO FUNDAMENTAL,,14,ESTUDANTE                     ,1 Grau incompleto                       
ALTINOPOLIS                             ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,58,,
PRADOPOLIS                              ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,30,FUNCION.PUBLICO MUNICIPAL     ,Superior completo                       
IBATE                                   ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,21,CABELEIREIRO(A)               ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,45,NAO INFORMADA                 ,
ARARAQUARA                              ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,32,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
ARARAQUARA                              ,2019-03-19,Consumado,,Ameaça (art. 147),ENSINO FUNDAMENTAL,,59,PROFESSOR(A)                  ,Superior completo                       
ITUVERAVA                               ,2019-03-19,Consumado,,Ameaça (art. 147),CASA,,33,AUTONOMO(A)                   ,2 Grau completo                         
PONTAL                                  ,2019-03-19,Consumado,,Injúria (art. 140),OUTROS,,41,EMPREGADO DOMESTICO           ,1 Grau incompleto                       
PONTAL                                  ,2019-03-19,Consumado,,Ameaça (art. 147),OUTROS,,41,EMPREGADO DOMESTICO           ,1 Grau incompleto                       
ITUVERAVA                               ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),OUTROS,UNIAO ESTAVEL                           ,44,AUXILIAR ADMINISTRATIVO       ,
ITUVERAVA                               ,2019-03-19,Consumado,,Dano (art. 163),CASA,,49,ATENDENTE                     ,
GUARIBA                                 ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CLUBE/CENTRO ESPORTIVO-ACESSO/VIA INTERNA,ENVOLVIMENTO AMOROSO                    ,34,PROFESSOR(A)                  ,2 Grau completo                         
GUARIBA                                 ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,20,ESTUDANTE                     ,Superior incompleto                     
RIBEIRAO PRETO                          ,2019-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,22,APOSENTADO(A)                 ,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-19,Consumado,,Dano (art. 163),CASA,,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2019-03-19,Consumado,,Violação de domicílio (art. 150),CASA,,59,ARQUITETO(A)                  ,Superior completo                       
RIBEIRAO PRETO                          ,2019-03-19,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,33,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-19,Consumado,,Ameaça (art. 147),APARTAMENTO,,42,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
