CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
JABOTICABAL                             ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,NENHUMA RELACAO                         ,39,,
MONTE ALTO                              ,2020-03-14,Consumado,,Injúria (art. 140),CASA,,57,COMERCIANTE                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Difamação (art. 139),CASA,CASAMENTO                               ,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,,Dano (art. 163),OUTROS,,48,QUIMICO(A)                    ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,70,APOSENTADO(A)                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,44,NAO INFORMADA                 ,
CRAVINHOS                               ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,52,FAXINEIRO(A)                  ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,UNIAO ESTAVEL                           ,41,,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,41,,
SEVERINIA                               ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,13,ESTUDANTE                     ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,PARENTESCO                              ,21,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,CONHECIDO                               ,24,AUXILIAR DE SERVIÇOS GERAIS   ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,PARENTESCO                              ,20,,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,23,,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,,Ameaça (art. 147),APARTAMENTOS,,54,SINDICO                       ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,PARENTESCO                              ,16,ESTUDANTE                     ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-14,Consumado,,Lesão corporal (art. 129),CASA,,88,APOSENTADO(A)                 ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-14,Consumado,,Ameaça (art. 147),CASA,,88,APOSENTADO(A)                 ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-14,Consumado,,Injúria (art. 140),CASA,,25,PRENDAS DOMESTICAS            ,1 Grau completo                         
S.CARLOS                                ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,30,COSTUREIRO(A)                 ,Superior completo                       
TAQUARITINGA                            ,2020-03-14,Consumado,,Ameaça (art. 147),CASA,,59,PRENDAS DOMESTICAS            ,
TAQUARITINGA                            ,2020-03-14,Consumado,,Calúnia (art. 138),CASA,,26,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Difamação (art. 139),CASA,PARENTESCO                              ,44,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-14,Consumado,,Ameaça (art. 147),CASA,,25,PRENDAS DOMESTICAS            ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,18,ATENDENTE                     ,
CRAVINHOS                               ,2020-03-14,Consumado,,Violação de domicílio (art. 150),CASA,,55,AEROVIARIO/AERONAUTA          ,Superior completo                       
ITUVERAVA                               ,2020-03-14,Consumado,,Dano (art. 163),VIA PÚBLICA,,21,BALCONISTA                    ,2 Grau completo                         
BARRETOS                                ,2020-03-14,Consumado,,Injúria (art. 140),CASA,PARENTESCO                              ,67,PENSIONISTA                   ,1 Grau completo                         
BARRINHA                                ,2020-03-14,Consumado,,Ameaça (art. 147),CASA,,36,FAXINEIRO(A)                  ,
FRANCA                                  ,2020-03-14,Consumado,,Lesão corporal (art. 129),CASA,,54,NAO INFORMADA                 ,
FRANCA                                  ,2020-03-14,Consumado,,Lesão corporal (art. 129),CASA,,46,NAO INFORMADA                 ,
FRANCA                                  ,2020-03-14,Consumado,,Injúria (art. 140),VIA PÚBLICA,,59,APOSENTADO(A)                 ,
BARRETOS                                ,2020-03-14,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,17,ESTUDANTE                     ,
BARRETOS                                ,2020-03-14,Consumado,,Ameaça (art. 147),ALBERGUE-OUTROS,,48,ASSISTENTE SOCIAL             ,Superior completo                       
BARRETOS                                ,2020-03-14,Consumado,,Ameaça (art. 147),CASA,PARENTESCO                              ,67,PENSIONISTA                   ,1 Grau completo                         
JABORANDI                               ,2020-03-14,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,33,PRENDAS DOMESTICAS            ,
FRANCA                                  ,2020-03-14,Consumado,,Lesão corporal (art. 129),OUTROS,,23,,
BARRETOS                                ,2020-03-14,Consumado,,Injúria (art. 140),CASA,,51,SECRETARIO(A)                 ,Superior completo                       
ORLANDIA                                ,2020-03-14,Consumado,,Lesão corporal (art. 129),PADARIA/CAFÉ-ADMINISTRAÇÃO/ESCRITÓRIO,,43,CABELEIREIRO(A)               ,Superior completo                       
S.CARLOS                                ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,26,CONSULTOR(A)                  ,2 Grau completo                         
S.CARLOS                                ,2020-03-15,Consumado,,Ameaça (art. 147),POSTO DE SAÚDE,,33,ENFERMEIRO(A)                 ,2 Grau completo                         
S.CARLOS                                ,2020-03-15,Consumado,,Ameaça (art. 147),CASA,,37,AUXILIAR DE ENFERMAGEN        ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Estupro de vulneravel (art.217-A),CASA,,5,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Injúria (art. 140),CASA,,83,,
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Ameaça (art. 147),CASA,,83,,
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Injúria (art. 140),WHATSAPP,,28,ATENDENTE                     ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Ameaça (art. 147),WHATSAPP,,28,ATENDENTE                     ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,CASAMENTO                               ,45,TELEFONISTA                   ,Superior completo                       
ARARAQUARA                              ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,UNIAO ESTAVEL                           ,42,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,49,CORRETOR(A) DE IMOVEIS        ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,62,NAO INFORMADA                 ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,49,CORRETOR(A) DE IMOVEIS        ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Injúria (art. 140),CASA,,55,CABELEIREIRO(A)               ,2 Grau incompleto                       
SERRANA                                 ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,18,ESTUDANTE                     ,
ARARAQUARA                              ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,27,AJUDANTE                      ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,27,AJUDANTE                      ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,27,AJUDANTE                      ,1 Grau incompleto                       
BARRETOS                                ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,16,DESEMPREGADO                  ,1 Grau completo                         
BARRETOS                                ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,73,APOSENTADO(A)                 ,Superior completo                       
BARRETOS                                ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,25,ATENDENTE                     ,2 Grau completo                         
SERRANA                                 ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,18,ESTUDANTE                     ,
VIRADOURO                               ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA-VARANDA,ENVOLVIMENTO AMOROSO                    ,19,,
RIBEIRAO PRETO                          ,2020-03-15,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,28,CABELEIREIRO(A)               ,2 Grau completo                         
AMERICO BRASILIENSE                     ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,29,EMPREGADO DOMESTICO           ,1 Grau completo                         
BARRINHA                                ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,32,EMPREGADO DOMESTICO           ,1 Grau completo                         
FRANCA                                  ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,PARENTESCO                              ,57,,
IBITINGA                                ,2020-03-15,Consumado,,Lesão corporal (art. 129),CASA,,20,MAQUILADOR(A)                 ,2 Grau completo                         
IBITINGA                                ,2020-03-15,Consumado,,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,26,COSTUREIRO(A)                 ,2 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-15,Consumado,,Calúnia (art. 138),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,29,BALCONISTA                    ,
S.SIMAO                                 ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,32,PRENDAS DOMESTICAS            ,1 Grau completo                         
S.SIMAO                                 ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,32,PRENDAS DOMESTICAS            ,1 Grau completo                         
MONTE ALTO                              ,2020-03-15,Consumado,,Ameaça (art. 147),OUTROS,,24,TECNICO(A)                    ,2 Grau completo                         
FRANCA                                  ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,57,,
FRANCA                                  ,2020-03-15,Consumado,,Lesão corporal (art. 129),CASA,,20,,2 Grau completo                         
PRADOPOLIS                              ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,CASAMENTO                               ,34,,
JABOTICABAL                             ,2020-03-15,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,28,,1 Grau completo                         
FRANCA                                  ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,25,PRENDAS DOMESTICAS            ,
FRANCA                                  ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,51,BALCONISTA                    ,1 Grau completo                         
FRANCA                                  ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,53,PRENDAS DOMESTICAS            ,1 Grau completo                         
FRANCA                                  ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,53,PRENDAS DOMESTICAS            ,1 Grau completo                         
ARARAQUARA                              ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,42,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
ARARAQUARA                              ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,42,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
BEBEDOURO                               ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,20,PRENDAS DOMESTICAS            ,1 Grau completo                         
BEBEDOURO                               ,2020-03-15,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,20,PRENDAS DOMESTICAS            ,1 Grau completo                         
MONTE ALTO                              ,2020-03-15,Consumado,,Art. 215A - Importunação Sexual,CLUBE/CENTRO ESPORTIVO-PISCINA,,11,ESTUDANTE                     ,
SERTAOZINHO                             ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,CASAMENTO                               ,39,NAO INFORMADA                 ,
DESCALVADO                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,40,AUXILIAR DE PRODUCAO          ,
ORLANDIA                                ,2020-03-16,Consumado,,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,25,DESEMPREGADO(A)               ,2 Grau incompleto                       
ORLANDIA                                ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,25,DESEMPREGADO(A)               ,2 Grau incompleto                       
ORLANDIA                                ,2020-03-16,Consumado,,Dano (art. 163),CASA,,41,VENDEDOR(A)                   ,Superior completo                       
ORLANDIA                                ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,NENHUMA RELACAO                         ,28,DESEMPREGADO(A)               ,1 Grau incompleto                       
BARRINHA                                ,2020-03-16,Consumado,,Lesão corporal (art. 129),PRAÇA-OUTROS,,38,,
ORLANDIA                                ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,41,VENDEDOR(A)                   ,Superior completo                       
FRANCA                                  ,2020-03-16,Consumado,,Difamação (art. 139),CASA,,34,FAXINEIRO(A)                  ,2 Grau completo                         
SERTAOZINHO                             ,2020-03-16,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,43,,
FRANCA                                  ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,34,FAXINEIRO(A)                  ,2 Grau completo                         
SERRANA                                 ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,32,OUTROS                        ,2 Grau completo                         
SERTAOZINHO                             ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,24,EMPREGADO DOMESTICO           ,2 Grau completo                         
BARRINHA                                ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,41,PRENDAS DOMESTICAS            ,
SERTAOZINHO                             ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,52,PRENDAS DOMESTICAS            ,
ORLANDIA                                ,2020-03-16,Consumado,,Injúria (art. 140),CASA,,41,VENDEDOR(A)                   ,Superior completo                       
CRAVINHOS                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,58,APOSENTADO(A)                 ,
OLIMPIA                                 ,2020-03-16,Consumado,,Dano (art. 163),VIA PÚBLICA,,28,AUXILIAR ADMINISTRATIVO       ,
TAQUARITINGA                            ,2020-03-16,Consumado,,Lesão corporal (art. 129),CASA,,32,DESEMPREGADO(A)               ,2 Grau completo                         
PORTO FERREIRA                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,42,FAXINEIRO(A)                  ,1 Grau incompleto                       
PORTO FERREIRA                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,37,,
PORTO FERREIRA                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,24,ESTUDANTE                     ,
PORTO FERREIRA                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,76,,
IBITINGA                                ,2020-03-16,Consumado,,Injúria (art. 140),CASA,,35,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
IBITINGA                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),OUTROS,PARENTESCO                              ,17,,
IBITINGA                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,65,PENSIONISTA                   ,
IBITINGA                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,65,PENSIONISTA                   ,
IBITINGA                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),WHATSAPP,UNIAO ESTAVEL                           ,36,ENCARREGADO ADMINISTRATIVO    ,2 Grau completo                         
ITAPOLIS                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,22,DESEMPREGADO(A)               ,2 Grau completo                         
ITAPOLIS                                ,2020-03-16,Consumado,,Maus-tratos (art. 136),CASA,,0,,
ITAPOLIS                                ,2020-03-16,Consumado,,Injúria (art. 140),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,47,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
FRANCA                                  ,2020-03-16,Consumado,,Injúria (art. 140),PELA INTERNET,,40,DIRETOR(A) DE ENSINO          ,Superior completo                       
FRANCA                                  ,2020-03-16,Consumado,,Difamação (art. 139),PELA INTERNET,,40,DIRETOR(A) DE ENSINO          ,Superior completo                       
OLIMPIA                                 ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,32,AUXILIAR DE COZINHA           ,
FRANCA                                  ,2020-03-16,Consumado,,Maus-tratos (art. 136),CASA,,11,ESTUDANTE                     ,
MONTE ALTO                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,42,DESEMPREGADO(A)               ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,47,TELEFONISTA                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-16,Consumado,,Ameaça (art. 147),BAR/BOTEQUIM-OUTROS,,60,COMERCIANTE                   ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,,Lesão corporal (art. 129),BAR/BOTEQUIM-OUTROS,,60,COMERCIANTE                   ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,,Estupro de vulneravel (art.217-A),CASA,,13,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,,Ameaça (art. 147),BAR/BOTEQUIM-OUTROS,,32,VENDEDOR(A)                   ,2 Grau completo                         
OLIMPIA                                 ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),HOSPITAL-OUTROS,PARENTESCO                              ,48,NAO INFORMADA                 ,Superior completo                       
OLIMPIA                                 ,2020-03-16,Consumado,,Injúria (art. 140),VIA PÚBLICA,,28,AUXILIAR ADMINISTRATIVO       ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,44,NAO INFORMADA                 ,
OLIMPIA                                 ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,32,AUXILIAR DE COZINHA           ,
TAQUARITINGA                            ,2020-03-16,Consumado,,Dano (art. 163),CASA,,37,ESTETICISTA                   ,2 Grau completo                         
TAQUARITINGA                            ,2020-03-16,Consumado,,Injúria (art. 140),CASA,,37,ESTETICISTA                   ,2 Grau completo                         
TAQUARITINGA                            ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,32,DESEMPREGADO(A)               ,2 Grau completo                         
TAQUARITINGA                            ,2020-03-16,Consumado,,Injúria (art. 140),CASA,,32,DESEMPREGADO(A)               ,2 Grau completo                         
IBITINGA                                ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Difamação (art. 139),WHATSAPP,UNIAO ESTAVEL                           ,36,ENCARREGADO ADMINISTRATIVO    ,2 Grau completo                         
NUPORANGA                               ,2020-03-16,Consumado,,Injúria (art. 140),VIA PÚBLICA,,50,,
PRADOPOLIS                              ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,A.I.-Ameaça (art. 147),APLICATIVOS DE MENSAGENS,ENVOLVIMENTO AMOROSO                    ,15,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,31,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,57,APOSENTADO(A)                 ,
BEBEDOURO                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,43,AUTONOMO(A)                   ,2 Grau completo                         
ITAPOLIS                                ,2020-03-16,Consumado,,Injúria (art. 140),WHATSAPP,,25,DESEMPREGADO(A)               ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,42,APOSENTADO(A)                 ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,42,APOSENTADO(A)                 ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,45,ADVOGADO(A)                   ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Difamação (art. 139),CASA,UNIAO ESTAVEL                           ,34,DAMA DE COMPANHIA             ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,34,DAMA DE COMPANHIA             ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,35,MANICURE                      ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,70,PENSIONISTA                   ,
AMERICO BRASILIENSE                     ,2020-03-16,Consumado,,Injúria (art. 140),VIA PÚBLICA,,33,LAVADEIRA                     ,1 Grau completo                         
AMERICO BRASILIENSE                     ,2020-03-16,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,33,LAVADEIRA                     ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,35,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,44,ESTETICISTA                   ,
PIRANGI                                 ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,46,MANICURE                      ,
BEBEDOURO                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),PRAÇA-OUTROS,UNIAO ESTAVEL                           ,20,PRENDAS DOMESTICAS            ,
BEBEDOURO                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),PRAÇA-OUTROS,UNIAO ESTAVEL                           ,20,PRENDAS DOMESTICAS            ,
BEBEDOURO                               ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,16,ESTUDANTE                     ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,35,PRENDAS DOMESTICAS            ,
GUAIRA                                  ,2020-03-16,Consumado,,Art. 213 - Estupro,AREA COMUM-,,18,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2020-03-16,Consumado,,Ameaça (art. 147),CASA,,50,TECNICO EM ENFERMAGEM         ,
MORRO AGUDO                             ,2020-03-16,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),PRAÇA-OUTROS,ENVOLVIMENTO AMOROSO                    ,17,EMPREGADO DOMESTICO           ,1 Grau completo                         
MORRO AGUDO                             ,2020-03-16,Consumado,,Injúria (art. 140),VIA PÚBLICA,,22,SECRETARIO(A)                 ,2 Grau completo                         
